"","V1","V2","V3","V4","V5","V6","V7"
"8686","chr17",17814196,17814207,"SIX1",324,"+",NA
"8687","chr17",17814196,17814207,"Tcf12",294,"+",NA
"8688","chr17",17814198,17814205,"Nr2e3",259,"-",NA
"8689","chr17",17814199,17814212,"NFKB1",407,"+",NA
"8690","chr17",17814199,17814212,"NFKB1",440,"-",NA
"8691","chr17",17814199,17814212,"NFKB2",355,"-",NA
"8692","chr17",17814199,17814212,"NFKB2",361,"+",NA
"8693","chr17",17814200,17814211,"Spz1",389,"-",NA
"8694","chr17",17814201,17814210,"PITX3",249,"+",NA
"8695","chr17",17814201,17814211,"GSC",245,"+",NA
"8696","chr17",17814201,17814211,"GSC2",232,"+",NA
"8697","chr17",17814201,17814212,"FOSL2",296,"-",NA
"8698","chr17",17814202,17814210,"OTX1",213,"+",NA
"8699","chr17",17814202,17814210,"PITX1",266,"+",NA
"8700","chr17",17814202,17814210,"PITX2",260,"+",NA
"8701","chr17",17814202,17814210,"RHOXF1",244,"+",NA
"8702","chr17",17814202,17814212,"REL",338,"-",NA
"8703","chr17",17814202,17814213,"RELB",318,"+",NA
"8704","chr17",17814202,17814215,"MZF1",387,"+",NA
"8705","chr17",17814203,17814214,"RELB",396,"+",NA
"8706","chr17",17814204,17814215,"Znf281",438,"-",NA
"8707","chr17",17814205,17814211,"ZNF354C",219,"+",NA
"8708","chr17",17814205,17814213,"NR2C2(var.2)",180,"-",NA
"8709","chr17",17814205,17814214,"HIC2",231,"+",NA
"8710","chr17",17814205,17814217,"INSM1",339,"-",NA
"8711","chr17",17814205,17814217,"TFAP2A(var.2)",270,"+",NA
"8712","chr17",17814206,17814216,"MZF1(var.2)",291,"-",NA
"8713","chr17",17814206,17814217,"TFAP2E",253,"-",NA
"8714","chr17",17814206,17814217,"TFAP2E",261,"+",NA
"8715","chr17",17814206,17814218,"KLF4",365,"+",NA
"8716","chr17",17814206,17814218,"TFAP2A(var.2)",258,"+",NA
"8717","chr17",17814207,17814217,"KLF5",305,"+",NA
"8718","chr17",17814207,17814217,"VEZF1",266,"+",NA
"8719","chr17",17814207,17814219,"KLF4",312,"+",NA
"8720","chr17",17814208,17814218,"KLF5",297,"+",NA
"8721","chr17",17814208,17814219,"KLF15",327,"+",NA
"8722","chr17",17814209,17814223,"ZNF449",405,"+",NA
"8723","chr17",17814211,17814220,"THAP1",232,"+",NA
"8724","chr17",17814212,17814220,"SOX18",191,"+",NA
"8725","chr17",17814214,17814228,"Zfx",309,"+",NA
"8726","chr17",17814215,17814223,"MEIS2",278,"-",NA
"8727","chr17",17814215,17814224,"NFIX",244,"-",NA
"8728","chr17",17814215,17814224,"NFIX",325,"+",NA
"8729","chr17",17814215,17814225,"NFIA",239,"+",NA
"8730","chr17",17814215,17814226,"NFIC",302,"-",NA
"8731","chr17",17814215,17814231,"ZNF682",454,"+",NA
"8732","chr17",17814216,17814223,"MEIS1",206,"-",NA
"8733","chr17",17814216,17814223,"MEIS1",242,"+",NA
"8734","chr17",17814216,17814225,"HIC2",274,"+",NA
"8735","chr17",17814216,17814225,"Hic1",287,"+",NA
"8736","chr17",17814216,17814225,"THAP1",301,"+",NA
"8737","chr17",17814216,17814226,"Hand1::Tcf3",332,"-",NA
"8738","chr17",17814217,17814228,"KLF2",266,"+",NA
"8739","chr17",17814217,17814228,"KLF3",324,"+",NA
"8740","chr17",17814217,17814228,"KLF6",316,"+",NA
"8741","chr17",17814217,17814230,"SP3",342,"+",NA
"8742","chr17",17814217,17814231,"KLF14",364,"+",NA
"8743","chr17",17814217,17814232,"Klf12",355,"+",NA
"8744","chr17",17814217,17814234,"RARA::RXRA",436,"-",NA
"8745","chr17",17814217,17814235,"RARA::RXRG",395,"-",NA
"8746","chr17",17814218,17814228,"KLF5",313,"+",NA
"8747","chr17",17814218,17814229,"KLF10",328,"+",NA
"8748","chr17",17814218,17814229,"KLF11",318,"+",NA
"8749","chr17",17814218,17814229,"KLF16",387,"+",NA
"8750","chr17",17814218,17814230,"SP9",311,"+",NA
"8751","chr17",17814219,17814232,"Plagl1",364,"-",NA
"8752","chr17",17814220,17814230,"PLAGL2",336,"+",NA
"8753","chr17",17814220,17814232,"CTCFL",309,"-",NA
"8754","chr17",17814220,17814234,"Zfx",383,"-",NA
"8755","chr17",17814220,17814235,"NR1H4::RXRA",379,"-",NA
"8756","chr17",17814220,17814235,"NR2F1(var.2)",397,"-",NA
"8757","chr17",17814220,17814235,"NR2F1(var.3)",410,"+",NA
"8758","chr17",17814220,17814235,"NR2F6(var.3)",393,"+",NA
"8759","chr17",17814220,17814235,"NR2F6(var.3)",397,"-",NA
"8760","chr17",17814220,17814235,"NR4A2::RXRA",443,"+",NA
"8761","chr17",17814220,17814235,"THRB",374,"-",NA
"8762","chr17",17814221,17814233,"INSM1",408,"-",NA
"8763","chr17",17814221,17814234,"TCF4",305,"+",NA
"8764","chr17",17814221,17814236,"NR2C2",440,"-",NA
"8765","chr17",17814222,17814232,"ASCL1",234,"-",NA
"8766","chr17",17814222,17814232,"SNAI1",246,"-",NA
"8767","chr17",17814222,17814232,"TFEB",256,"+",NA
"8768","chr17",17814223,17814232,"NKX2-8",196,"+",NA
"8769","chr17",17814224,17814237,"NR2F1",409,"-",NA
"8770","chr17",17814225,17814233,"Pax2",239,"-",NA
"8771","chr17",17814225,17814235,"KLF5",244,"+",NA
"8772","chr17",17814226,17814239,"Plagl1",397,"-",NA
"8773","chr17",17814226,17814241,"JUND(var.2)",302,"-",NA
"8774","chr17",17814227,17814235,"NR2C2(var.2)",364,"-",NA
"8775","chr17",17814227,17814235,"NR4A2",261,"-",NA
"8776","chr17",17814227,17814235,"RHOXF1",207,"+",NA
"8777","chr17",17814227,17814236,"NR2C1",381,"-",NA
"8778","chr17",17814227,17814236,"THAP1",218,"+",NA
"8779","chr17",17814227,17814237,"SREBF1",360,"+",NA
"8780","chr17",17814227,17814237,"SREBF2",299,"-",NA
"8781","chr17",17814227,17814240,"JUN",286,"-",NA
"8782","chr17",17814227,17814242,"SP1",473,"+",NA
"8783","chr17",17814227,17814244,"SP4",404,"+",NA
"8784","chr17",17814228,17814236,"VDR",321,"-",NA
"8785","chr17",17814228,17814243,"NR2C2",382,"-",NA
"8786","chr17",17814229,17814237,"SOX18",189,"+",NA
"8787","chr17",17814229,17814240,"KLF16",306,"+",NA
"8788","chr17",17814229,17814240,"KLF2",457,"+",NA
"8789","chr17",17814229,17814240,"KLF3",380,"+",NA
"8790","chr17",17814229,17814240,"KLF6",402,"+",NA
"8791","chr17",17814229,17814240,"Klf1",434,"+",NA
"8792","chr17",17814229,17814240,"MAZ",337,"+",NA
"8793","chr17",17814229,17814241,"KLF4",513,"+",NA
"8794","chr17",17814229,17814241,"SP8",325,"+",NA
"8795","chr17",17814229,17814241,"ZNF148",349,"+",NA
"8796","chr17",17814229,17814242,"SP3",421,"+",NA
"8797","chr17",17814229,17814243,"KLF14",374,"+",NA
"8798","chr17",17814229,17814244,"Klf12",415,"+",NA
"8799","chr17",17814230,17814240,"KLF5",454,"+",NA
"8800","chr17",17814230,17814240,"TBX3",244,"-",NA
"8801","chr17",17814230,17814241,"KLF10",431,"+",NA
"8802","chr17",17814230,17814241,"KLF11",376,"+",NA
"8803","chr17",17814230,17814241,"KLF15",330,"+",NA
"8804","chr17",17814230,17814241,"KLF16",428,"+",NA
"8805","chr17",17814230,17814242,"SP8",371,"+",NA
"8806","chr17",17814230,17814242,"SP9",412,"+",NA
"8807","chr17",17814231,17814237,"ZNF354C",276,"+",NA
"8808","chr17",17814231,17814239,"TBX5",246,"-",NA
"8809","chr17",17814231,17814241,"VEZF1",313,"+",NA
"8810","chr17",17814231,17814242,"KLF2",288,"+",NA
"8811","chr17",17814231,17814244,"ZNF740",393,"+",NA
"8812","chr17",17814232,17814240,"NR2C2(var.2)",220,"-",NA
"8813","chr17",17814232,17814241,"NR2C1",251,"-",NA
"8814","chr17",17814232,17814242,"KLF5",236,"+",NA
"8815","chr17",17814232,17814242,"VEZF1",305,"+",NA
"8816","chr17",17814232,17814244,"SP9",313,"+",NA
"8817","chr17",17814232,17814247,"NR2F1(var.2)",380,"-",NA
"8818","chr17",17814232,17814247,"THRB",397,"-",NA
"8819","chr17",17814232,17814248,"PPARD",377,"-",NA
"8820","chr17",17814233,17814241,"NR2C2(var.2)",186,"-",NA
"8821","chr17",17814233,17814241,"TBX15",301,"-",NA
"8822","chr17",17814233,17814241,"TBX4",239,"-",NA
"8823","chr17",17814233,17814241,"TBX5",299,"-",NA
"8824","chr17",17814233,17814243,"MZF1(var.2)",355,"-",NA
"8825","chr17",17814233,17814243,"VEZF1",290,"+",NA
"8826","chr17",17814233,17814248,"NR2C2",442,"-",NA
"8827","chr17",17814234,17814245,"MAZ",356,"+",NA
"8828","chr17",17814234,17814246,"ZNF148",400,"+",NA
"8829","chr17",17814235,17814245,"EN2",216,"+",NA
"8830","chr17",17814235,17814245,"KLF5",284,"+",NA
"8831","chr17",17814236,17814245,"NKX2-8",205,"+",NA
"8832","chr17",17814236,17814246,"VEZF1",313,"+",NA
"8833","chr17",17814236,17814247,"KLF2",254,"+",NA
"8834","chr17",17814237,17814247,"KLF5",298,"+",NA
"8835","chr17",17814237,17814247,"TBX3",247,"-",NA
"8836","chr17",17814237,17814247,"TBX6",260,"-",NA
"8837","chr17",17814238,17814246,"MGA",261,"-",NA
"8838","chr17",17814238,17814246,"TBX15",288,"-",NA
"8839","chr17",17814238,17814246,"TBX4",293,"-",NA
"8840","chr17",17814238,17814246,"TBX5",297,"-",NA
"8841","chr17",17814238,17814249,"NR2F2",307,"-",NA
"8842","chr17",17814238,17814251,"ESRRA",355,"-",NA
"8843","chr17",17814239,17814247,"NR2C2(var.2)",253,"-",NA
"8844","chr17",17814239,17814247,"NR4A2",266,"-",NA
"8845","chr17",17814239,17814248,"NR2C1",281,"-",NA
"8846","chr17",17814239,17814249,"Esrrg",326,"-",NA
"8847","chr17",17814239,17814249,"FIGLA",283,"+",NA
"8848","chr17",17814239,17814250,"NR5A1",344,"-",NA
"8849","chr17",17814239,17814250,"ZEB1",275,"+",NA
"8850","chr17",17814241,17814250,"Sox17",290,"+",NA
"8851","chr17",17814241,17814251,"HLTF",287,"+",NA
"8852","chr17",17814242,17814252,"GATA5",245,"-",NA
"8853","chr17",17814242,17814253,"NFIC",298,"+",NA
"8854","chr17",17814243,17814251,"GATA3",231,"-",NA
"8855","chr17",17814243,17814253,"NFIA",263,"-",NA
"8856","chr17",17814244,17814252,"MEIS2",364,"-",NA
"8857","chr17",17814244,17814252,"MEIS3",373,"-",NA
"8858","chr17",17814244,17814254,"NFIA",240,"+",NA
"8859","chr17",17814245,17814252,"MEIS1",361,"-",NA
"8860","chr17",17814245,17814255,"SOX15",257,"-",NA
"8861","chr17",17814246,17814253,"FOXP3",210,"-",NA
"8862","chr17",17814246,17814254,"Pax2",255,"+",NA
"8863","chr17",17814246,17814255,"SOX9",304,"-",NA
"8864","chr17",17814246,17814257,"SOX13",279,"+",NA
"8865","chr17",17814246,17814257,"SOX2",299,"+",NA
"8866","chr17",17814247,17814255,"BARHL1",203,"+",NA
"8867","chr17",17814247,17814255,"HOXA7",214,"-",NA
"8868","chr17",17814247,17814255,"SOX18",282,"+",NA
"8869","chr17",17814247,17814256,"NKX6-3",237,"-",NA
"8870","chr17",17814247,17814256,"Sox17",292,"-",NA
"8871","chr17",17814247,17814257,"EN2",215,"-",NA
"8872","chr17",17814247,17814257,"HLTF",248,"-",NA
"8873","chr17",17814247,17814257,"HOXB7",251,"-",NA
"8874","chr17",17814247,17814257,"NOTO",255,"-",NA
"8875","chr17",17814248,17814256,"HOXA1",213,"-",NA
"8876","chr17",17814248,17814256,"HOXA1",214,"+",NA
"8877","chr17",17814248,17814256,"HOXA4",193,"-",NA
"8878","chr17",17814248,17814256,"HOXB6",187,"-",NA
"8879","chr17",17814248,17814256,"HOXB6",230,"+",NA
"8880","chr17",17814248,17814256,"HOXC4",263,"-",NA
"8881","chr17",17814248,17814256,"HOXC8",245,"+",NA
"8882","chr17",17814248,17814256,"HOXC8",245,"-",NA
"8883","chr17",17814248,17814256,"HOXD4",256,"-",NA
"8884","chr17",17814248,17814256,"Lhx4",229,"-",NA
"8885","chr17",17814248,17814256,"Lhx8",204,"+",NA
"8886","chr17",17814248,17814256,"Lhx8",216,"-",NA
"8887","chr17",17814248,17814256,"NKX6-1",250,"-",NA
"8888","chr17",17814248,17814256,"NKX6-2",223,"-",NA
"8889","chr17",17814248,17814256,"VAX1",220,"+",NA
"8890","chr17",17814248,17814256,"VAX2",230,"+",NA
"8891","chr17",17814251,17814257,"ZNF354C",216,"-",NA
"8892","chr17",17814251,17814262,"Tcf12",309,"-",NA
"8893","chr17",17814251,17814263,"MYOG",335,"+",NA
"8894","chr17",17814251,17814263,"MYOG",335,"-",NA
"8895","chr17",17814252,17814260,"RHOXF1",206,"+",NA
"8896","chr17",17814252,17814262,"ASCL1",244,"+",NA
"8897","chr17",17814252,17814262,"ASCL1",249,"-",NA
"8898","chr17",17814252,17814262,"Ascl2",302,"+",NA
"8899","chr17",17814252,17814262,"Ascl2",334,"-",NA
"8900","chr17",17814252,17814262,"BHLHE22(var.2)",299,"+",NA
"8901","chr17",17814252,17814262,"BHLHE22(var.2)",304,"-",NA
"8902","chr17",17814252,17814262,"NHLH1",302,"-",NA
"8903","chr17",17814254,17814265,"Zic1::Zic2",306,"-",NA
"8904","chr17",17814254,17814266,"MYOG",292,"+",NA
"8905","chr17",17814254,17814266,"MYOG",293,"-",NA
"8906","chr17",17814254,17814266,"OSR2",327,"-",NA
"8907","chr17",17814255,17814265,"ASCL1",272,"-",NA
"8908","chr17",17814255,17814265,"ASCL1",306,"+",NA
"8909","chr17",17814255,17814265,"ATOH1(var.2)",326,"+",NA
"8910","chr17",17814255,17814265,"ATOH7",254,"+",NA
"8911","chr17",17814255,17814265,"Ascl2",317,"-",NA
"8912","chr17",17814255,17814265,"Ascl2",331,"+",NA
"8913","chr17",17814255,17814265,"BHLHA15(var.2)",298,"-",NA
"8914","chr17",17814255,17814265,"BHLHA15(var.2)",329,"+",NA
"8915","chr17",17814255,17814265,"BHLHE22(var.2)",266,"+",NA
"8916","chr17",17814255,17814265,"BHLHE22(var.2)",266,"-",NA
"8917","chr17",17814255,17814266,"Tcf12",284,"+",NA
"8918","chr17",17814258,17814267,"THAP1",285,"-",NA
"8919","chr17",17814259,17814268,"NFIX",281,"-",NA
"8920","chr17",17814260,17814267,"MEIS1",192,"-",NA
"8921","chr17",17814260,17814273,"ASCL1(var.2)",331,"-",NA
"8922","chr17",17814260,17814273,"TCF4",309,"-",NA
"8923","chr17",17814261,17814272,"TCF12(var.2)",306,"-",NA
"8924","chr17",17814261,17814272,"TCF3",300,"-",NA
"8925","chr17",17814261,17814272,"ZEB1",254,"-",NA
"8926","chr17",17814261,17814273,"Ptf1a(var.3)",290,"-",NA
"8927","chr17",17814262,17814271,"Hic1",241,"-",NA
"8928","chr17",17814262,17814271,"RFX7",221,"+",NA
"8929","chr17",17814262,17814272,"ASCL1",256,"-",NA
"8930","chr17",17814262,17814272,"ASCL1",273,"+",NA
"8931","chr17",17814262,17814272,"FIGLA",254,"-",NA
"8932","chr17",17814262,17814272,"SNAI1",359,"+",NA
"8933","chr17",17814262,17814272,"SNAI3",286,"+",NA
"8934","chr17",17814263,17814274,"KLF10",270,"-",NA
"8935","chr17",17814264,17814272,"SOX18",229,"-",NA
"8936","chr17",17814264,17814274,"SREBF1",284,"-",NA
"8937","chr17",17814264,17814274,"SREBF2",320,"+",NA
"8938","chr17",17814264,17814274,"TBX3",301,"+",NA
"8939","chr17",17814264,17814274,"TBX6",287,"+",NA
"8940","chr17",17814264,17814275,"KLF2",270,"-",NA
"8941","chr17",17814264,17814275,"KLF6",278,"-",NA
"8942","chr17",17814264,17814275,"Nkx2-5(var.2)",273,"-",NA
"8943","chr17",17814265,17814273,"MGA",297,"+",NA
"8944","chr17",17814265,17814273,"NR2C2(var.2)",147,"+",NA
"8945","chr17",17814265,17814273,"TBX15",284,"+",NA
"8946","chr17",17814265,17814273,"TBX4",287,"+",NA
"8947","chr17",17814265,17814273,"TBX5",308,"+",NA
"8948","chr17",17814265,17814276,"RUNX1",291,"+",NA
"8949","chr17",17814265,17814277,"RUNX3",288,"-",NA
"8950","chr17",17814265,17814277,"ZBTB7C",310,"-",NA
"8951","chr17",17814266,17814274,"NR2C2(var.2)",173,"+",NA
"8952","chr17",17814267,17814275,"SOX18",207,"-",NA
"8953","chr17",17814267,17814276,"RUNX2",291,"-",NA
"8954","chr17",17814267,17814280,"SMAD2::SMAD3::SMAD4",386,"-",NA
"8955","chr17",17814268,17814278,"OSR1",275,"-",NA
"8956","chr17",17814269,17814278,"RFX7",268,"-",NA
"8957","chr17",17814271,17814279,"RHOXF1",208,"+",NA
"8958","chr17",17814271,17814281,"HMBOX1",242,"-",NA
"8959","chr17",17814272,17814279,"FOXP3",209,"+",NA
"8960","chr17",17814272,17814281,"NFIX",290,"+",NA
"8961","chr17",17814273,17814280,"MEIS1",197,"+",NA
"8962","chr17",17814273,17814283,"Hand1::Tcf3",284,"-",NA
"8963","chr17",17814273,17814288,"ESR2",349,"-",NA
"8964","chr17",17814277,17814289,"ZNF341",368,"-",NA
"8965","chr17",17814280,17814288,"MEIS2",303,"-",NA
"8966","chr17",17814280,17814288,"MEIS3",282,"-",NA
"8967","chr17",17814281,17814288,"MEIS1",250,"-",NA
"8968","chr17",17814281,17814289,"NR2C2(var.2)",153,"-",NA
"8969","chr17",17814282,17814290,"Pax2",221,"+",NA
"8970","chr17",17814282,17814301,"Nr1h3::Rxra",345,"+",NA
"8971","chr17",17814283,17814294,"Zic1::Zic2",279,"-",NA
"8972","chr17",17814283,17814295,"TFAP2A(var.2)",244,"-",NA
"8973","chr17",17814285,17814295,"GCM2",294,"+",NA
"8974","chr17",17814285,17814296,"GCM1",375,"+",NA
"8975","chr17",17814285,17814298,"ASCL1(var.2)",315,"-",NA
"8976","chr17",17814285,17814298,"SNAI2",307,"-",NA
"8977","chr17",17814285,17814298,"TCF4",317,"-",NA
"8978","chr17",17814286,17814296,"HIF1A",266,"-",NA
"8979","chr17",17814286,17814297,"TCF12(var.2)",338,"-",NA
"8980","chr17",17814286,17814297,"TCF3",328,"-",NA
"8981","chr17",17814286,17814297,"ZEB1",348,"-",NA
"8982","chr17",17814287,17814297,"ASCL1",236,"-",NA
"8983","chr17",17814287,17814297,"ASCL1",254,"+",NA
"8984","chr17",17814287,17814297,"SNAI1",337,"+",NA
"8985","chr17",17814287,17814297,"SNAI3",315,"+",NA
"8986","chr17",17814288,17814296,"ARNT::HIF1A",266,"-",NA
"8987","chr17",17814291,17814301,"RBPJ",282,"-",NA
"8988","chr17",17814292,17814301,"HIC2",323,"+",NA
"8989","chr17",17814292,17814301,"Hic1",293,"+",NA
"8990","chr17",17814293,17814304,"RUNX1",292,"-",NA
"8991","chr17",17814293,17814304,"Zic1::Zic2",284,"-",NA
"8992","chr17",17814293,17814305,"INSM1",340,"-",NA
"8993","chr17",17814293,17814305,"TFAP2A(var.2)",233,"+",NA
"8994","chr17",17814294,17814300,"ZNF354C",283,"+",NA
"8995","chr17",17814294,17814304,"MYB",247,"+",NA
"8996","chr17",17814295,17814303,"GSX2",204,"+",NA
"8997","chr17",17814295,17814303,"SOX18",193,"+",NA
"8998","chr17",17814295,17814305,"SNAI1",254,"-",NA
"8999","chr17",17814295,17814307,"NFYB",384,"+",NA
"9000","chr17",17814296,17814304,"SOX18",174,"-",NA
"9001","chr17",17814298,17814307,"NFIX",253,"-",NA
"9002","chr17",17814298,17814310,"NR4A1",320,"-",NA
"9003","chr17",17814299,17814306,"MEIS1",177,"-",NA
"9004","chr17",17814299,17814307,"NR2C2(var.2)",164,"-",NA
"9005","chr17",17814299,17814307,"NR4A2",336,"-",NA
"9006","chr17",17814299,17814308,"NR2C1",213,"-",NA
"9007","chr17",17814299,17814309,"Esrrg",276,"-",NA
"9008","chr17",17814299,17814310,"NR5A1",361,"-",NA
"9009","chr17",17814301,17814311,"HLTF",216,"+",NA
"9010","chr17",17814302,17814312,"GATA5",269,"-",NA
"9011","chr17",17814303,17814311,"GATA3",231,"-",NA
"9012","chr17",17814303,17814313,"RBPJ",283,"-",NA
"9013","chr17",17814304,17814314,"ZNF75D",323,"-",NA
"9014","chr17",17814304,17814322,"GATA1::TAL1",336,"+",NA
"9015","chr17",17814307,17814314,"MEIS1",217,"+",NA
"9016","chr17",17814307,17814320,"MYOD1",323,"-",NA
"9017","chr17",17814307,17814320,"NEUROG2(var.2)",484,"+",NA
"9018","chr17",17814307,17814320,"TWIST1",376,"+",NA
"9019","chr17",17814307,17814320,"ZBTB18",343,"+",NA
"9020","chr17",17814307,17814321,"Rbpjl",334,"-",NA
"9021","chr17",17814308,17814316,"MGA",262,"-",NA
"9022","chr17",17814308,17814319,"ZEB1",248,"-",NA
"9023","chr17",17814308,17814320,"MSGN1",320,"-",NA
"9024","chr17",17814308,17814320,"MYF5",325,"+",NA
"9025","chr17",17814308,17814320,"MYF5",325,"-",NA
"9026","chr17",17814308,17814320,"Ptf1a(var.2)",337,"+",NA
"9027","chr17",17814308,17814320,"Ptf1a(var.2)",337,"-",NA
"9028","chr17",17814308,17814320,"Ptf1a(var.3)",327,"-",NA
"9029","chr17",17814308,17814320,"TCF21(var.2)",291,"-",NA
"9030","chr17",17814308,17814321,"NEUROD1",476,"+",NA
"9031","chr17",17814308,17814321,"Ptf1a",513,"+",NA
"9032","chr17",17814308,17814321,"TWIST1",305,"-",NA
"9033","chr17",17814309,17814319,"ASCL1",282,"-",NA
"9034","chr17",17814309,17814319,"ASCL1",300,"+",NA
"9035","chr17",17814309,17814319,"ATOH1(var.2)",306,"-",NA
"9036","chr17",17814309,17814319,"ATOH1(var.2)",319,"+",NA
"9037","chr17",17814309,17814319,"ATOH7",294,"-",NA
"9038","chr17",17814309,17814319,"ATOH7",324,"+",NA
"9039","chr17",17814309,17814319,"Ascl2",306,"-",NA
"9040","chr17",17814309,17814319,"Atoh1",341,"-",NA
"9041","chr17",17814309,17814319,"Atoh1",364,"+",NA
"9042","chr17",17814309,17814319,"BHLHA15(var.2)",364,"+",NA
"9043","chr17",17814309,17814319,"BHLHA15(var.2)",394,"-",NA
"9044","chr17",17814309,17814319,"BHLHE22",294,"-",NA
"9045","chr17",17814309,17814319,"BHLHE22(var.2)",269,"+",NA
"9046","chr17",17814309,17814319,"BHLHE22(var.2)",269,"-",NA
"9047","chr17",17814309,17814319,"FIGLA",273,"-",NA
"9048","chr17",17814309,17814319,"HAND2",396,"+",NA
"9049","chr17",17814309,17814319,"MXI1",255,"+",NA
"9050","chr17",17814309,17814319,"MYB",266,"-",NA
"9051","chr17",17814309,17814319,"NEUROD2",240,"+",NA
"9052","chr17",17814309,17814319,"NEUROD2",314,"-",NA
"9053","chr17",17814309,17814319,"NEUROG1",279,"+",NA
"9054","chr17",17814309,17814319,"NEUROG1",286,"-",NA
"9055","chr17",17814309,17814319,"NEUROG2",293,"+",NA
"9056","chr17",17814309,17814319,"NHLH1",293,"-",NA
"9057","chr17",17814309,17814319,"NHLH1",300,"+",NA
"9058","chr17",17814309,17814319,"OLIG1",313,"-",NA
"9059","chr17",17814309,17814319,"OLIG1",324,"+",NA
"9060","chr17",17814309,17814319,"OLIG2",277,"+",NA
"9061","chr17",17814309,17814319,"OLIG2",301,"-",NA
"9062","chr17",17814309,17814319,"OLIG3",313,"+",NA
"9063","chr17",17814309,17814319,"OLIG3",333,"-",NA
"9064","chr17",17814309,17814319,"SNAI1",244,"+",NA
"9065","chr17",17814309,17814319,"TFAP4",307,"-",NA
"9066","chr17",17814309,17814319,"TFAP4",310,"+",NA
"9067","chr17",17814309,17814319,"TFAP4(var.2)",352,"-",NA
"9068","chr17",17814309,17814319,"TFAP4(var.2)",367,"+",NA
"9069","chr17",17814309,17814319,"Twist2",326,"-",NA
"9070","chr17",17814309,17814320,"Tcf12",354,"+",NA
"9071","chr17",17814309,17814321,"TAL1::TCF3",473,"-",NA
"9072","chr17",17814310,17814318,"Bhlha15",333,"+",NA
"9073","chr17",17814310,17814318,"Bhlha15",397,"-",NA
"9074","chr17",17814310,17814320,"HLTF",244,"-",NA
"9075","chr17",17814311,17814322,"NR5A1",269,"+",NA
"9076","chr17",17814312,17814323,"NR2F2",292,"+",NA
"9077","chr17",17814313,17814322,"NR2C1",263,"+",NA
"9078","chr17",17814314,17814322,"HOXA4",187,"+",NA
"9079","chr17",17814314,17814322,"NR2C2(var.2)",177,"+",NA
"9080","chr17",17814314,17814322,"NR4A2",266,"+",NA
"9081","chr17",17814314,17814326,"PAX5",374,"-",NA
"9082","chr17",17814315,17814330,"ESR2",350,"+",NA
"9083","chr17",17814316,17814324,"Pax2",239,"+",NA
"9084","chr17",17814321,17814330,"THAP1",230,"-",NA
"9085","chr17",17814322,17814331,"NFIX",281,"-",NA
"9086","chr17",17814323,17814330,"MEIS1",192,"-",NA
"9087","chr17",17814324,17814332,"Smad4",298,"+",NA
"9088","chr17",17814324,17814334,"SMAD5",315,"+",NA
"9089","chr17",17814324,17814334,"SMAD5",325,"-",NA
"9090","chr17",17814325,17814336,"ZBTB12",276,"+",NA
"9091","chr17",17814326,17814335,"NFIX",201,"-",NA
"9092","chr17",17814327,17814333,"ZNF354C",243,"-",NA
"9093","chr17",17814328,17814336,"RHOXF1",195,"-",NA
"9094","chr17",17814329,17814339,"SMAD5",285,"+",NA
"9095","chr17",17814331,17814339,"Smad4",332,"-",NA
"9096","chr17",17814331,17814341,"OLIG3",261,"+",NA
"9097","chr17",17814333,17814340,"MEIS1",185,"+",NA
"9098","chr17",17814335,17814343,"SOX18",192,"+",NA
"9099","chr17",17814338,17814347,"NFIX",217,"-",NA
"9100","chr17",17814338,17814349,"NR5A1",280,"-",NA
"9101","chr17",17814340,17814350,"HLTF",221,"+",NA
"9102","chr17",17814341,17814352,"NFIC",437,"+",NA
"9103","chr17",17814342,17814351,"HIC2",344,"-",NA
"9104","chr17",17814342,17814351,"Hic1",356,"-",NA
"9105","chr17",17814342,17814351,"RFX7",221,"+",NA
"9106","chr17",17814342,17814352,"NFIA",428,"-",NA
"9107","chr17",17814343,17814352,"NFIX",193,"+",NA
"9108","chr17",17814343,17814352,"NFIX",446,"-",NA
"9109","chr17",17814344,17814351,"MEIS1",199,"+",NA
"9110","chr17",17814344,17814351,"MEIS1",212,"-",NA
"9111","chr17",17814344,17814352,"MEIS3",245,"+",NA
"9112","chr17",17814345,17814353,"RHOXF1",179,"-",NA
"9113","chr17",17814345,17814357,"ZNF341",399,"+",NA
"9114","chr17",17814348,17814362,"ZNF449",442,"+",NA
"9115","chr17",17814349,17814358,"NFIX",225,"+",NA
"9116","chr17",17814350,17814359,"THAP1",224,"+",NA
"9117","chr17",17814351,17814364,"TFAP2B(var.3)",313,"+",NA
"9118","chr17",17814351,17814364,"TFAP2C(var.3)",312,"+",NA
"9119","chr17",17814351,17814364,"TFAP2C(var.3)",312,"-",NA
"9120","chr17",17814351,17814365,"Zic2",508,"+",NA
"9121","chr17",17814352,17814365,"TFAP2A(var.3)",322,"-",NA
"9122","chr17",17814353,17814363,"BHLHA15(var.2)",263,"+",NA
"9123","chr17",17814353,17814363,"BHLHA15(var.2)",292,"-",NA
"9124","chr17",17814353,17814363,"BHLHE22(var.2)",277,"+",NA
"9125","chr17",17814353,17814363,"BHLHE22(var.2)",277,"-",NA
"9126","chr17",17814353,17814363,"FIGLA",246,"+",NA
"9127","chr17",17814353,17814364,"TFAP2E",224,"+",NA
"9128","chr17",17814353,17814364,"TFAP2E",226,"-",NA
"9129","chr17",17814353,17814364,"Zic1::Zic2",519,"+",NA
